date,forecast,trend_factor,promo_flag,discount,event_name,region,store,item
2025-08-31,124.74105168851526,0.9866338055625393,0,0.0,,East,S1,Burger
2025-09-30,129.13204194889025,0.9866338055625393,0,0.0,,East,S1,Burger
2025-10-31,129.13204194889025,0.9866338055625393,0,0.0,,East,S1,Burger
2025-08-31,139.92917324299898,0.9771037943794673,0,0.0,,East,S1,Pizza
2025-09-30,145.37210666521372,0.9771037943794673,0,0.0,,East,S1,Pizza
2025-10-31,145.37210666521372,0.9771037943794673,0,0.0,,East,S1,Pizza
2025-08-31,158.67442082135153,1.0029904140379235,0,0.0,,East,S2,Burger
2025-09-30,162.865583431478,1.0029904140379235,0,0.0,,East,S2,Burger
2025-10-31,162.865583431478,1.0029904140379235,0,0.0,,East,S2,Burger
2025-08-31,100.58995465099832,0.9899351916525989,0,0.0,,East,S2,Pizza
2025-09-30,104.10017056105636,0.9899351916525989,0,0.0,,East,S2,Pizza
2025-10-31,104.10017056105636,0.9899351916525989,0,0.0,,East,S2,Pizza
2025-08-31,133.11105780203482,0.9730767270643073,0,0.0,,West,S1,Burger
2025-09-30,139.82834545992077,0.9730767270643073,0,0.0,,West,S1,Burger
2025-10-31,139.82834545992077,0.9730767270643073,0,0.0,,West,S1,Burger
2025-08-31,93.54417178015544,0.984834448158181,0,0.0,,West,S1,Pizza
2025-09-30,98.70714292618545,0.984834448158181,0,0.0,,West,S1,Pizza
2025-10-31,98.70714292618545,0.984834448158181,0,0.0,,West,S1,Pizza
2025-08-31,93.7551105478792,0.9708177952631425,0,0.0,,West,S2,Burger
2025-09-30,99.11494936610819,0.9708177952631425,0,0.0,,West,S2,Burger
2025-10-31,99.11494936610819,0.9708177952631425,0,0.0,,West,S2,Burger
2025-08-31,117.78127419448188,0.9876670763968897,0,0.0,,West,S2,Pizza
2025-09-30,124.00724525349463,0.9876670763968897,0,0.0,,West,S2,Pizza
2025-10-31,124.00724525349463,0.9876670763968897,0,0.0,,West,S2,Pizza
